"date","Plate.SN","well","DIV","treatment","dose","units","file.name","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","mi","wllq_by_well","wllq_notes_by_well"
"20210915","MW75-9217","C5",9,"7126 A3","1.5","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0.126517569915424,0.18,NA,0,NA,NA,6,0,5,15,0.0943871406371405,32.5174825174825,130.4,0.0238199002294381,74.4,0.446637708421047,0,1,""
"20210915","MW75-9217","C6",12,"7126 A3","5","uM","NFA_20210915_MW75-9217_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C6",5,"7126 A3","5","uM","NFA_20210915_MW75-9217_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C6",7,"7126 A3","5","uM","NFA_20210915_MW75-9217_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C6",9,"7126 A3","5","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C7",12,"7126 A3","15","uM","NFA_20210915_MW75-9217_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C7",5,"7126 A3","15","uM","NFA_20210915_MW75-9217_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C7",7,"7126 A3","15","uM","NFA_20210915_MW75-9217_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C7",9,"7126 A3","15","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C8",12,"7126 A3","50","uM","NFA_20210915_MW75-9217_12_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C8",5,"7126 A3","50","uM","NFA_20210915_MW75-9217_05_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C8",7,"7126 A3","50","uM","NFA_20210915_MW75-9217_07_00(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","C8",9,"7126 A3","50","uM","NFA_20210915_MW75-9217_09_00(000)(000).h5",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,""
"20210915","MW75-9217","D1",12,"7126 A4","0.0003001","uM","NFA_20210915_MW75-9217_12_00(000).h5",2.28708800915771,2.37,0.0185145058106564,87.94425,0.9933125,34.0825,16,16,22,16,0.378221658392113,8.79941701584988,39.2642857142857,0.0853063316523157,131.727272727273,0.500774723839143,0.0255481637871352,1,""
